trn_no,acc_no,cus_no,brn_cd,trn_type,trn_dt,trn_time,amt,trn_desc,chn,gndr,age,trn_datetime
11725694424863770250,784356329044,3299539245.0,728812,DEBIT,2023-07-23 00:00:00+00:00,07:36:56,40.5,PAYMENT,FPX,FEMALE,62.0,2023-07-23 07:36:56
71617197266792834276,529288723961,6938209173.0,291393,DEBIT,2023-07-23 00:00:00+00:00,08:15:51,10.53,SALE DEBIT,POS,MALE,49.0,2023-07-23 08:15:51
36922527753369201631,455197916236,7010923933.0,339201,DEBIT,2023-07-23 00:00:00+00:00,08:42:21,95.0,FUND TRANSFER,IB,FEMALE,48.0,2023-07-23 08:42:21
30422689312872968679,453766225562,7550198501.0,449836,DEBIT,2023-07-23 00:00:00+00:00,08:51:57,500.0,FUND TRANSFER,IB,MALE,54.0,2023-07-23 08:51:57
76650491171467205297,453766225562,7550198501.0,449836,DEBIT,2023-07-23 00:00:00+00:00,08:52:51,500.0,FUND TRANSFER,IB,MALE,54.0,2023-07-23 08:52:51
18755751731277103027,260774977738,8381517036.0,339201,DEBIT,2023-07-23 00:00:00+00:00,09:01:27,1850.0,FUND TRANSFER,IB,MALE,59.0,2023-07-23 09:01:27
7004488207124721181,975681872782,8377869784.0,449836,DEBIT,2023-07-23 00:00:00+00:00,09:05:16,56.0,FUND TRANSFER,IB,MALE,53.0,2023-07-23 09:05:16
55326940814591832041,193345169178,7513227576.0,339201,DEBIT,2023-07-23 00:00:00+00:00,09:22:17,127.0,FUND TRANSFER,IB,MALE,36.0,2023-07-23 09:22:17
20014058734430993330,601025939960,3954061307.0,339201,DEBIT,2023-07-23 00:00:00+00:00,09:55:36,48.0,FUND TRANSFER,IB,FEMALE,43.0,2023-07-23 09:55:36
55872143736881480587,816058604656,7266623245.0,449836,DEBIT,2023-07-23 00:00:00+00:00,10:02:27,200.0,FUND TRANSFER,IB,MALE,54.0,2023-07-23 10:02:27
11324772295485028343,893984870415,3919077928.0,631233,DEBIT,2023-07-23 00:00:00+00:00,10:03:37,11.99,SALE DEBIT,POS,MALE,53.0,2023-07-23 10:03:37
16017781621377136665,584302038586,5570333082.0,449836,DEBIT,2023-07-23 00:00:00+00:00,10:17:34,136.75,PAYMENT,IB,MALE,45.0,2023-07-23 10:17:34
1525296662868672023,268674498118,4732103968.0,449836,DEBIT,2023-07-23 00:00:00+00:00,10:25:08,50.0,FUND TRANSFER,IB,FEMALE,46.0,2023-07-23 10:25:08
37254189813853758753,268674498118,4732103968.0,339201,DEBIT,2023-07-23 00:00:00+00:00,10:26:35,180.0,FUND TRANSFER,IB,FEMALE,46.0,2023-07-23 10:26:35
64933376936734021194,942108413560,8726143159.0,678972,DEBIT,2023-07-23 00:00:00+00:00,10:29:10,140.0,PAYMENT,MEPS,FEMALE,50.0,2023-07-23 10:29:10
49435228107421041360,461697795470,4349273411.0,449836,DEBIT,2023-07-23 00:00:00+00:00,10:34:59,1000.0,FUND TRANSFER,IB,MALE,56.0,2023-07-23 10:34:59
14266639399640671743,268674498118,4732103968.0,339201,DEBIT,2023-07-23 00:00:00+00:00,10:38:10,100.0,FUND TRANSFER,IB,FEMALE,46.0,2023-07-23 10:38:10
91086473434106761411,816058604656,7266623245.0,449836,DEBIT,2023-07-23 00:00:00+00:00,10:45:11,209.95,FUND TRANSFER,IB,MALE,54.0,2023-07-23 10:45:11
81601630765310842214,522718116615,1115484504.0,339201,DEBIT,2023-07-23 00:00:00+00:00,10:52:53,800.0,FUND TRANSFER,IB,MALE,39.0,2023-07-23 10:52:53
30288750909202249766,623177710549,7832073932.0,728812,DEBIT,2023-07-23 00:00:00+00:00,11:15:22,259.5,PAYMENT,FPX,MALE,39.0,2023-07-23 11:15:22
74045716995908388505,869846809051,7848429970.0,678972,DEBIT,2023-07-23 00:00:00+00:00,11:21:06,8.6,PAYMENT,MEPS,MALE,58.0,2023-07-23 11:21:06
6631312015506110280,623177710549,7832073932.0,728812,DEBIT,2023-07-23 00:00:00+00:00,11:26:08,10.0,PAYMENT,FPX,MALE,39.0,2023-07-23 11:26:08
43537197924673927762,584302038586,5570333082.0,678972,DEBIT,2023-07-23 00:00:00+00:00,11:26:16,20.0,PAYMENT,MEPS,MALE,45.0,2023-07-23 11:26:16
13094498847224262101,522718116615,1115484504.0,339201,CREDIT,2023-07-23 00:00:00+00:00,11:26:31,4500.0,FUND TRANSFER,IB,MALE,39.0,2023-07-23 11:26:31
24317250503275735786,135566817347,6911974770.0,449836,DEBIT,2023-07-23 00:00:00+00:00,11:26:56,76.0,FUND TRANSFER,IB,FEMALE,51.0,2023-07-23 11:26:56
52695249093206794768,209196571499,8470047487.0,449836,DEBIT,2023-07-23 00:00:00+00:00,11:29:38,200.0,PAYMENT,IB,MALE,54.0,2023-07-23 11:29:38
2787455301273055553,623177710549,7832073932.0,728812,DEBIT,2023-07-23 00:00:00+00:00,11:30:31,259.5,PAYMENT,FPX,MALE,39.0,2023-07-23 11:30:31
53689581404610735132,193345169178,7513227576.0,339201,DEBIT,2023-07-23 00:00:00+00:00,11:31:41,50.0,FUND TRANSFER,IB,MALE,36.0,2023-07-23 11:31:41
96521487131696160113,869846809051,7848429970.0,678972,DEBIT,2023-07-23 00:00:00+00:00,12:06:35,139.95,PAYMENT,MEPS,MALE,58.0,2023-07-23 12:06:35
66791406382853590750,455197916236,7010923933.0,631233,DEBIT,2023-07-23 00:00:00+00:00,12:11:54,50.0,SALE DEBIT,POS,FEMALE,48.0,2023-07-23 12:11:54
94694487787320130341,302075399531,6998723387.0,339201,CREDIT,2023-07-23 00:00:00+00:00,12:18:36,1000.0,FUND TRANSFER,IB,FEMALE,50.0,2023-07-23 12:18:36
77317436237234865185,888242950686,6202872613.0,339201,CREDIT,2023-07-23 00:00:00+00:00,12:20:09,689.0,FUND TRANSFER,IB,MALE,57.0,2023-07-23 12:20:09
82605113301976743562,673125233646,2631583662.0,449836,DEBIT,2023-07-23 00:00:00+00:00,12:23:53,400.0,FUND TRANSFER,IB,MALE,63.0,2023-07-23 12:23:53
76692661713116514867,673125233646,2631583662.0,339201,DEBIT,2023-07-23 00:00:00+00:00,12:26:45,900.0,FUND TRANSFER,IB,MALE,63.0,2023-07-23 12:26:45
83247869957527205338,847156074323,7223055588.0,449836,CREDIT,2023-07-23 00:00:00+00:00,12:44:50,2500.0,FUND TRANSFER,IB,MALE,60.0,2023-07-23 12:44:50
92413796762894643022,639200231916,5477187939.0,339201,DEBIT,2023-07-23 00:00:00+00:00,12:55:01,2448.0,FUND TRANSFER,IB,FEMALE,48.0,2023-07-23 12:55:01
8276188636855629281,869846809051,7848429970.0,678972,DEBIT,2023-07-23 00:00:00+00:00,12:59:15,9.9,PAYMENT,MEPS,MALE,58.0,2023-07-23 12:59:15
26870256879255577105,260774977738,8381517036.0,716706,DEBIT,2023-07-23 00:00:00+00:00,13:16:02,140.0,PAYMENT,MEPS,MALE,59.0,2023-07-23 13:16:02
89881075392805122991,845059346432,7650679788.0,644955,DEBIT,2023-07-23 00:00:00+00:00,13:22:24,59.2,FUND TRANSFER,IB,MALE,57.0,2023-07-23 13:22:24
24749806016050207944,530374001406,2854104473.0,728812,DEBIT,2023-07-23 00:00:00+00:00,13:22:49,30.0,PAYMENT,FPX,MALE,52.0,2023-07-23 13:22:49
82701035935173712213,292536761290,8438416622.0,631233,DEBIT,2023-07-23 00:00:00+00:00,13:25:15,800.2,SALE DEBIT,POS,MALE,51.0,2023-07-23 13:25:15
71487215408548865535,975681872782,8377869784.0,339201,DEBIT,2023-07-23 00:00:00+00:00,13:29:07,45.0,FUND TRANSFER,IB,MALE,53.0,2023-07-23 13:29:07
67255442699957656253,695805725787,4113495417.0,631233,DEBIT,2023-07-23 00:00:00+00:00,13:38:03,50.0,SALE DEBIT,POS,MALE,43.0,2023-07-23 13:38:03
57557115924519999183,535212473978,8744047562.0,449836,DEBIT,2023-07-23 00:00:00+00:00,13:50:16,1800.0,FUND TRANSFER,IB,MALE,40.0,2023-07-23 13:50:16
89791931155910474268,535212473978,8744047562.0,339201,DEBIT,2023-07-23 00:00:00+00:00,13:51:06,1500.0,FUND TRANSFER,IB,MALE,40.0,2023-07-23 13:51:06
71056752354397624510,455197916236,7010923933.0,449836,CREDIT,2023-07-23 00:00:00+00:00,13:52:14,484.0,FUND TRANSFER,IB,FEMALE,48.0,2023-07-23 13:52:14
66927313225104476396,388131142448,2071307162.0,449836,DEBIT,2023-07-23 00:00:00+00:00,13:55:20,100.0,PAYMENT,IB,FEMALE,47.0,2023-07-23 13:55:20
7264181575251428639,379499839620,2100902105.0,339201,CREDIT,2023-07-23 00:00:00+00:00,14:00:33,10000.0,FUND TRANSFER,IB,MALE,47.0,2023-07-23 14:00:33
44465748215930312740,379499839620,2100902105.0,449836,DEBIT,2023-07-23 00:00:00+00:00,14:02:20,237.88,PAYMENT,IB,MALE,47.0,2023-07-23 14:02:20
97662493328816317364,379499839620,2100902105.0,449836,DEBIT,2023-07-23 00:00:00+00:00,14:03:01,17.0,PAYMENT,IB,MALE,47.0,2023-07-23 14:03:01
3917543287490738953,530374001406,2854104473.0,291393,DEBIT,2023-07-23 00:00:00+00:00,14:03:06,83.0,SALE DEBIT,POS,MALE,52.0,2023-07-23 14:03:06
7420476221563692370,845059346432,7650679788.0,449836,DEBIT,2023-07-23 00:00:00+00:00,14:03:46,100.0,PAYMENT,IB,MALE,57.0,2023-07-23 14:03:46
36373334389030327092,379499839620,2100902105.0,449836,DEBIT,2023-07-23 00:00:00+00:00,14:04:03,6000.53,PAYMENT,IB,MALE,47.0,2023-07-23 14:04:03
46680706845170881239,481297918621,8636221245.0,449836,CREDIT,2023-07-23 00:00:00+00:00,14:09:37,50.0,FUND TRANSFER,IB,FEMALE,60.0,2023-07-23 14:09:37
31641693625710911907,639200231916,5477187939.0,339201,DEBIT,2023-07-23 00:00:00+00:00,14:12:01,580.0,FUND TRANSFER,IB,FEMALE,48.0,2023-07-23 14:12:01
39000829016692636275,209196571499,8470047487.0,339201,CREDIT,2023-07-23 00:00:00+00:00,14:21:28,1500.0,FUND TRANSFER,IB,MALE,54.0,2023-07-23 14:21:28
12678511103509843608,584302038586,5570333082.0,678972,DEBIT,2023-07-23 00:00:00+00:00,14:26:30,195.2,PAYMENT,MEPS,MALE,45.0,2023-07-23 14:26:30
50764649617712251758,942108413560,8726143159.0,716706,DEBIT,2023-07-23 00:00:00+00:00,14:27:12,16.35,PAYMENT,MEPS,FEMALE,50.0,2023-07-23 14:27:12
1626426904919383318,640599347910,7533323698.0,339201,DEBIT,2023-07-23 00:00:00+00:00,14:42:21,21.0,FUND TRANSFER,IB,MALE,65.0,2023-07-23 14:42:21
42475904906733316946,640599347910,7533323698.0,339201,DEBIT,2023-07-23 00:00:00+00:00,14:45:34,50.0,FUND TRANSFER,IB,MALE,65.0,2023-07-23 14:45:34
105804094879199920,455197916236,7010923933.0,631233,DEBIT,2023-07-23 00:00:00+00:00,14:47:18,50.0,SALE DEBIT,POS,FEMALE,48.0,2023-07-23 14:47:18
94961546167427340505,845059346432,7650679788.0,449836,DEBIT,2023-07-23 00:00:00+00:00,14:52:12,1650.0,FUND TRANSFER,IB,MALE,57.0,2023-07-23 14:52:12
29153243867304953017,914774406858,8495957670.0,631233,DEBIT,2023-07-23 00:00:00+00:00,14:54:38,13.0,SALE DEBIT,POS,MALE,63.0,2023-07-23 14:54:38
6611440409335098031,529288723961,6938209173.0,291393,DEBIT,2023-07-23 00:00:00+00:00,14:55:11,50.0,SALE DEBIT,POS,MALE,49.0,2023-07-23 14:55:11
95261376888987249139,362298714145,3051976433.0,291393,DEBIT,2023-07-23 00:00:00+00:00,14:55:54,707.15,SALE DEBIT,POS,MALE,52.0,2023-07-23 14:55:54
16112899021597332737,640599347910,7533323698.0,339201,DEBIT,2023-07-23 00:00:00+00:00,15:09:31,700.0,FUND TRANSFER,IB,MALE,65.0,2023-07-23 15:09:31
36475958514841668461,302549400078,7304841028.0,339201,CREDIT,2023-07-23 00:00:00+00:00,15:12:02,1300.0,FUND TRANSFER,IB,MALE,48.0,2023-07-23 15:12:02
98630181441042009579,566102207252,3755636753.0,339201,DEBIT,2023-07-23 00:00:00+00:00,15:26:16,972.0,FUND TRANSFER,IB,MALE,61.0,2023-07-23 15:26:16
54319107046446298089,546573630371,2711720727.0,339201,CREDIT,2023-07-23 00:00:00+00:00,15:29:08,700.0,FUND TRANSFER,IB,FEMALE,60.0,2023-07-23 15:29:08
2999467664719210596,546573630371,2711720727.0,339201,DEBIT,2023-07-23 00:00:00+00:00,15:30:57,442.0,FUND TRANSFER,IB,FEMALE,60.0,2023-07-23 15:30:57
49766843577731339408,942108413560,8726143159.0,728812,DEBIT,2023-07-23 00:00:00+00:00,15:32:07,32.99,PAYMENT,FPX,FEMALE,50.0,2023-07-23 15:32:07
75300625448236792994,268624875891,4360370438.0,449836,DEBIT,2023-07-23 00:00:00+00:00,15:36:16,100.0,FUND TRANSFER,IB,MALE,59.0,2023-07-23 15:36:16
16544631686904850375,193345169178,7513227576.0,716706,DEBIT,2023-07-23 00:00:00+00:00,15:38:24,111.15,PAYMENT,MEPS,MALE,36.0,2023-07-23 15:38:24
36028446987402009766,292536761290,8438416622.0,339201,DEBIT,2023-07-23 00:00:00+00:00,15:39:24,500.0,FUND TRANSFER,IB,MALE,51.0,2023-07-23 15:39:24
71930499636314848999,268674498118,4732103968.0,449836,CREDIT,2023-07-23 00:00:00+00:00,15:41:03,51.0,FUND TRANSFER,IB,FEMALE,46.0,2023-07-23 15:41:03
56315579032493397036,962553283252,3440929190.0,728812,DEBIT,2023-07-23 00:00:00+00:00,15:45:23,100.0,PAYMENT,FPX,FEMALE,52.0,2023-07-23 15:45:23
67859781407223006117,455197916236,7010923933.0,631233,DEBIT,2023-07-23 00:00:00+00:00,15:52:56,100.0,SALE DEBIT,POS,FEMALE,48.0,2023-07-23 15:52:56
38554048682149639731,455197916236,7010923933.0,631233,DEBIT,2023-07-23 00:00:00+00:00,15:53:13,50.0,SALE DEBIT,POS,FEMALE,48.0,2023-07-23 15:53:13
7371459962945464383,845059346432,7650679788.0,678972,DEBIT,2023-07-23 00:00:00+00:00,16:06:05,69.2,PAYMENT,MEPS,MALE,57.0,2023-07-23 16:06:05
39482118514472615914,455197916236,7010923933.0,728812,DEBIT,2023-07-23 00:00:00+00:00,16:12:25,40.45,PAYMENT,FPX,FEMALE,48.0,2023-07-23 16:12:25
24970962187904920429,455197916236,7010923933.0,728812,DEBIT,2023-07-23 00:00:00+00:00,16:13:37,40.45,PAYMENT,FPX,FEMALE,48.0,2023-07-23 16:13:37
39197972225566085615,976461201839,2456185095.0,449836,DEBIT,2023-07-23 00:00:00+00:00,16:18:40,236.0,FUND TRANSFER,IB,FEMALE,46.0,2023-07-23 16:18:40
42711156224428013415,841248765885,1614989927.0,339201,DEBIT,2023-07-23 00:00:00+00:00,16:23:32,200.0,FUND TRANSFER,IB,MALE,45.0,2023-07-23 16:23:32
26755123687417264915,522778700730,1834078429.0,449836,DEBIT,2023-07-23 00:00:00+00:00,16:52:38,300.0,FUND TRANSFER,IB,MALE,52.0,2023-07-23 16:52:38
81596854043337388302,673125233646,2631583662.0,678972,DEBIT,2023-07-23 00:00:00+00:00,16:56:40,470.3,PAYMENT,MEPS,MALE,63.0,2023-07-23 16:56:40
83023975899688196247,154598058970,1540947677.0,339201,DEBIT,2023-07-23 00:00:00+00:00,16:58:23,531.0,FUND TRANSFER,IB,FEMALE,55.0,2023-07-23 16:58:23
25223587508857133187,975681872782,8377869784.0,631233,DEBIT,2023-07-23 00:00:00+00:00,17:03:13,120.0,SALE DEBIT,POS,MALE,53.0,2023-07-23 17:03:13
71529987782880404844,449213583433,4825468780.0,339201,DEBIT,2023-07-23 00:00:00+00:00,17:18:50,130.0,FUND TRANSFER,IB,MALE,51.0,2023-07-23 17:18:50
47293358585422159938,260774977738,8381517036.0,449836,CREDIT,2023-07-23 00:00:00+00:00,17:25:09,50.0,FUND TRANSFER,IB,MALE,59.0,2023-07-23 17:25:09
24564360099419953829,545603642451,1569132284.0,449836,DEBIT,2023-07-23 00:00:00+00:00,17:30:27,65.0,PAYMENT,IB,MALE,36.0,2023-07-23 17:30:27
959956928167917650,302549400078,7304841028.0,339201,DEBIT,2023-07-23 00:00:00+00:00,17:31:28,160.0,FUND TRANSFER,IB,MALE,48.0,2023-07-23 17:31:28
1064457768693876681,260774977738,8381517036.0,339201,CREDIT,2023-07-23 00:00:00+00:00,17:32:40,50.0,FUND TRANSFER,IB,MALE,59.0,2023-07-23 17:32:40
5745705583993448135,119414046114,3481072690.0,449836,DEBIT,2023-07-23 00:00:00+00:00,17:33:11,200.0,FUND TRANSFER,IB,MALE,46.0,2023-07-23 17:33:11
2935087767074227515,893984870415,3919077928.0,631233,DEBIT,2023-07-23 00:00:00+00:00,17:34:21,80.0,SALE DEBIT,POS,MALE,53.0,2023-07-23 17:34:21
2643586082984308954,584302038586,5570333082.0,631233,DEBIT,2023-07-23 00:00:00+00:00,17:35:06,31.16,SALE DEBIT,POS,MALE,45.0,2023-07-23 17:35:06
98160520771554969465,405120140066,1603342558.0,449836,DEBIT,2023-07-23 00:00:00+00:00,17:38:32,43.0,FUND TRANSFER,IB,FEMALE,45.0,2023-07-23 17:38:32
70009305284371087349,893984870415,3919077928.0,339201,DEBIT,2023-07-23 00:00:00+00:00,17:43:19,50.0,FUND TRANSFER,IB,MALE,53.0,2023-07-23 17:43:19
62744065379391103584,302075399531,6998723387.0,339201,DEBIT,2023-07-23 00:00:00+00:00,17:46:03,50.0,FUND TRANSFER,IB,FEMALE,50.0,2023-07-23 17:46:03
11610539728880664957,695805725787,4113495417.0,339201,DEBIT,2023-07-23 00:00:00+00:00,17:50:33,29.0,FUND TRANSFER,IB,MALE,43.0,2023-07-23 17:50:33
66167442501940837217,962553283252,3440929190.0,449836,DEBIT,2023-07-23 00:00:00+00:00,17:51:57,20.0,FUND TRANSFER,IB,FEMALE,52.0,2023-07-23 17:51:57
16418040138559417518,623177710549,7832073932.0,728812,DEBIT,2023-07-23 00:00:00+00:00,17:53:02,130.0,PAYMENT,FPX,MALE,39.0,2023-07-23 17:53:02
93527187221048542440,869846809051,7848429970.0,449836,DEBIT,2023-07-23 00:00:00+00:00,17:54:04,100.0,FUND TRANSFER,IB,MALE,58.0,2023-07-23 17:54:04
33345958488526614986,975681872782,8377869784.0,631233,DEBIT,2023-07-23 00:00:00+00:00,18:23:19,539.4,SALE DEBIT,POS,MALE,53.0,2023-07-23 18:23:19
49023160573326553263,584302038586,5570333082.0,631233,DEBIT,2023-07-23 00:00:00+00:00,18:28:37,78.5,SALE DEBIT,POS,MALE,45.0,2023-07-23 18:28:37
30424687893849800216,767702055556,7237011585.0,449836,DEBIT,2023-07-23 00:00:00+00:00,18:31:05,100.0,PAYMENT,IB,FEMALE,50.0,2023-07-23 18:31:05
9234478870646677634,268674498118,4732103968.0,339201,DEBIT,2023-07-23 00:00:00+00:00,18:32:55,100.0,FUND TRANSFER,IB,FEMALE,46.0,2023-07-23 18:32:55
59639660571482040302,268674498118,4732103968.0,339201,DEBIT,2023-07-23 00:00:00+00:00,18:38:11,100.0,FUND TRANSFER,IB,FEMALE,46.0,2023-07-23 18:38:11
55852797828995910816,975681872782,8377869784.0,449836,CREDIT,2023-07-23 00:00:00+00:00,18:42:54,250.0,FUND TRANSFER,IB,MALE,53.0,2023-07-23 18:42:54
9466435155814416,566102207252,3755636753.0,449836,DEBIT,2023-07-23 00:00:00+00:00,18:49:31,250.0,FUND TRANSFER,IB,MALE,61.0,2023-07-23 18:49:31
65077015479523642987,743261936180,4407144912.0,449836,CREDIT,2023-07-23 00:00:00+00:00,18:55:28,100.0,FUND TRANSFER,IB,MALE,57.0,2023-07-23 18:55:28
55533436319203583238,743261936180,4407144912.0,449836,CREDIT,2023-07-23 00:00:00+00:00,18:58:24,100.0,FUND TRANSFER,IB,MALE,57.0,2023-07-23 18:58:24
56058366864910257140,743261936180,4407144912.0,449836,DEBIT,2023-07-23 00:00:00+00:00,18:58:24,100.0,FUND TRANSFER,IB,MALE,57.0,2023-07-23 18:58:24
65608433979660274254,743261936180,4407144912.0,449836,DEBIT,2023-07-23 00:00:00+00:00,19:05:12,100.0,FUND TRANSFER,IB,MALE,57.0,2023-07-23 19:05:12
88490420562612583313,986899146807,9005567668.0,449836,DEBIT,2023-07-23 00:00:00+00:00,19:08:54,1.0,FUND TRANSFER,IB,MALE,60.0,2023-07-23 19:08:54
86230229938208792155,986899146807,9005567668.0,449836,DEBIT,2023-07-23 00:00:00+00:00,19:10:39,52.0,FUND TRANSFER,IB,MALE,60.0,2023-07-23 19:10:39
79691335788290091706,522778700730,1834078429.0,728812,DEBIT,2023-07-23 00:00:00+00:00,19:18:38,24.72,PAYMENT,FPX,MALE,52.0,2023-07-23 19:18:38
55386332071636515961,975681872782,8377869784.0,631233,DEBIT,2023-07-23 00:00:00+00:00,19:24:34,54.5,SALE DEBIT,POS,MALE,53.0,2023-07-23 19:24:34
59789856258158994570,545603642451,1569132284.0,449836,CREDIT,2023-07-23 00:00:00+00:00,19:27:34,200.0,FUND TRANSFER,IB,MALE,36.0,2023-07-23 19:27:34
40742941379975508293,292536761290,8438416622.0,449836,DEBIT,2023-07-23 00:00:00+00:00,19:38:37,10000.0,FUND TRANSFER,IB,MALE,51.0,2023-07-23 19:38:37
5347317109181394374,986899146807,9005567668.0,449836,DEBIT,2023-07-23 00:00:00+00:00,19:40:56,1.0,FUND TRANSFER,IB,MALE,60.0,2023-07-23 19:40:56
77989043093650363061,986899146807,9005567668.0,449836,CREDIT,2023-07-23 00:00:00+00:00,19:46:08,1.0,FUND TRANSFER,IB,MALE,60.0,2023-07-23 19:46:08
46420490259639376454,386386132868,5128848091.0,196386,CREDIT,2023-07-23 00:00:00+00:00,20:03:33,1000.0,FUND TRANSFER,IB,MALE,69.0,2023-07-23 20:03:33
93375534992730614583,623177710549,7832073932.0,678972,DEBIT,2023-07-23 00:00:00+00:00,20:46:58,212.9,PAYMENT,MEPS,MALE,39.0,2023-07-23 20:46:58
68456585475144972438,976461201839,2456185095.0,449836,DEBIT,2023-07-23 00:00:00+00:00,20:55:31,450.0,FUND TRANSFER,IB,FEMALE,46.0,2023-07-23 20:55:31
40993920046009884863,388131142448,2071307162.0,449836,DEBIT,2023-07-23 00:00:00+00:00,20:56:59,250.0,FUND TRANSFER,IB,FEMALE,47.0,2023-07-23 20:56:59
65288329942554301580,119414046114,3481072690.0,339201,CREDIT,2023-07-23 00:00:00+00:00,20:57:42,70.0,FUND TRANSFER,IB,MALE,46.0,2023-07-23 20:57:42
19568409145873701814,591854648200,4345538790.0,339201,CREDIT,2023-07-23 00:00:00+00:00,21:08:50,300.0,FUND TRANSFER,IB,MALE,53.0,2023-07-23 21:08:50
61973938058462990322,975681872782,8377869784.0,449836,DEBIT,2023-07-23 00:00:00+00:00,21:09:57,10.0,FUND TRANSFER,IB,MALE,53.0,2023-07-23 21:09:57
18926004435129703464,975681872782,8377869784.0,449836,DEBIT,2023-07-23 00:00:00+00:00,21:13:50,85.0,FUND TRANSFER,IB,MALE,53.0,2023-07-23 21:13:50
5175408755373964099,975681872782,8377869784.0,449836,DEBIT,2023-07-23 00:00:00+00:00,21:16:16,15.0,FUND TRANSFER,IB,MALE,53.0,2023-07-23 21:16:16
88866110894609308726,591854648200,4345538790.0,339201,DEBIT,2023-07-23 00:00:00+00:00,21:29:28,200.0,FUND TRANSFER,IB,MALE,53.0,2023-07-23 21:29:28
19642036848186444723,513072841203,5591584008.0,396509,CREDIT,2023-07-23 00:00:00+00:00,21:41:00,200.0,CDEP,BRNCH / ATM,MALE,48.0,2023-07-23 21:41:00
94025155406781965057,209196571499,8470047487.0,449836,DEBIT,2023-07-23 00:00:00+00:00,21:48:38,417.7,FUND TRANSFER,IB,MALE,54.0,2023-07-23 21:48:38
3880377371342039423,513072841203,5591584008.0,449836,DEBIT,2023-07-23 00:00:00+00:00,22:07:29,190.0,FUND TRANSFER,IB,MALE,48.0,2023-07-23 22:07:29
28331394791413509620,986899146807,9005567668.0,449836,DEBIT,2023-07-23 00:00:00+00:00,22:10:42,150.0,FUND TRANSFER,IB,MALE,60.0,2023-07-23 22:10:42
41649920229695529358,975681872782,8377869784.0,449836,DEBIT,2023-07-23 00:00:00+00:00,22:22:19,50.0,FUND TRANSFER,IB,MALE,53.0,2023-07-23 22:22:19
16302390941634454990,986899146807,9005567668.0,449836,DEBIT,2023-07-23 00:00:00+00:00,22:24:45,8.0,FUND TRANSFER,IB,MALE,60.0,2023-07-23 22:24:45
32638719048961250408,513072841203,5591584008.0,449836,CREDIT,2023-07-23 00:00:00+00:00,22:36:47,260.0,FUND TRANSFER,IB,MALE,48.0,2023-07-23 22:36:47
12699419479856984922,513072841203,5591584008.0,449836,CREDIT,2023-07-23 00:00:00+00:00,22:39:07,125.0,FUND TRANSFER,IB,MALE,48.0,2023-07-23 22:39:07
22301325785593959092,640599347910,7533323698.0,339201,CREDIT,2023-07-23 00:00:00+00:00,22:55:47,50.0,FUND TRANSFER,IB,MALE,65.0,2023-07-23 22:55:47
75318158879641347134,511078222839,2408137037.0,449836,DEBIT,2023-07-24 00:00:00+00:00,03:32:05,468.43,PAYMENT,IB,FEMALE,51.0,2023-07-24 03:32:05
53078019417435356758,566102207252,3755636753.0,563814,CREDIT,2023-07-24 00:00:00+00:00,04:33:08,8359.36,SALARY,IB,MALE,61.0,2023-07-24 04:33:08
7979651242227759007,154598058970,1540947677.0,563814,CREDIT,2023-07-24 00:00:00+00:00,04:33:09,5609.1,SALARY,IB,FEMALE,55.0,2023-07-24 04:33:09
86191754538355118894,976461201839,2456185095.0,339201,CREDIT,2023-07-24 00:00:00+00:00,05:29:04,325.0,FUND TRANSFER,IB,FEMALE,46.0,2023-07-24 05:29:04
16679707159139725576,522718116615,1115484504.0,449836,DEBIT,2023-07-24 00:00:00+00:00,05:40:45,300.0,FUND TRANSFER,IB,MALE,39.0,2023-07-24 05:40:45
68502272652538767443,522718116615,1115484504.0,449836,DEBIT,2023-07-24 00:00:00+00:00,06:05:50,450.0,FUND TRANSFER,IB,MALE,39.0,2023-07-24 06:05:50
49149438501799718879,566102207252,3755636753.0,631233,DEBIT,2023-07-24 00:00:00+00:00,06:16:30,72.16,SALE DEBIT,POS,MALE,61.0,2023-07-24 06:16:30
32077493505887212473,522718116615,1115484504.0,449836,DEBIT,2023-07-24 00:00:00+00:00,06:23:45,250.0,FUND TRANSFER,IB,MALE,39.0,2023-07-24 06:23:45
98431494459232791493,284349271485,2652412836.0,339201,DEBIT,2023-07-24 00:00:00+00:00,06:27:58,10.0,FUND TRANSFER,IB,MALE,52.0,2023-07-24 06:27:58
1543282099056544168,522718116615,1115484504.0,339201,CREDIT,2023-07-24 00:00:00+00:00,06:32:58,1000.0,FUND TRANSFER,IB,MALE,39.0,2023-07-24 06:32:58
4327558775050068427,522718116615,1115484504.0,339201,DEBIT,2023-07-24 00:00:00+00:00,06:34:53,1000.0,FUND TRANSFER,IB,MALE,39.0,2023-07-24 06:34:53
86468790839736049866,260774977738,8381517036.0,449836,DEBIT,2023-07-24 00:00:00+00:00,06:37:49,150.0,FUND TRANSFER,IB,MALE,59.0,2023-07-24 06:37:49
98819100708356709575,260774977738,8381517036.0,449836,DEBIT,2023-07-24 00:00:00+00:00,06:39:19,380.0,FUND TRANSFER,IB,MALE,59.0,2023-07-24 06:39:19
21597819453756844472,522718116615,1115484504.0,339201,CREDIT,2023-07-24 00:00:00+00:00,06:46:51,800.0,FUND TRANSFER,IB,MALE,39.0,2023-07-24 06:46:51
