trn_no|acc_no|cus_no|brn_cd|trn_type|trn_dt|trn_time|amt|trn_desc|chn|gndr|age
7983720323656940481|302549400078|7304841028|00339201|DEBIT|2023-07-07T00:00:00.000Z|130115|270|FUND TRANSFER|IB|MALE|48
7984641652082274826|975681872782|8377869784|00449836|DEBIT|2023-06-22T00:00:00.000Z|172006|50|FUND TRANSFER|IB|MALE|53
79850823536021272809|268624875891|4360370438|00449836|CREDIT|2023-06-06T00:00:00.000Z|184319|2000|FUND TRANSFER|IB|MALE|59
79855745299909738119|279257640501|9747353759|00339201|DEBIT|2023-07-24T00:00:00.000Z|201118|57|FUND TRANSFER|IB|MALE|62
79856028825646708044|193345169178|7513227576|00449836|DEBIT|2023-06-29T00:00:00.000Z|73620|100|FUND TRANSFER|IB|MALE|36
79858259531090743625|709400571680|4071104958|00339201|CREDIT|2023-08-07T00:00:00.000Z|64548|9000|FUND TRANSFER|IB|MALE|58
79865090276391798670|841248765885|1614989927|00339201|DEBIT|2023-08-29T00:00:00.000Z|125600|950|FUND TRANSFER|IB|MALE|45
79888848031230210590|976461201839|2456185095|00339201|DEBIT|2023-06-09T00:00:00.000Z|140903|120|FUND TRANSFER|IB|FEMALE|46
79892928393365727179|193345169178|7513227576|00449836|DEBIT|2023-07-28T00:00:00.000Z|100002|20|FUND TRANSFER|IB|MALE|36
79901202676220766126|823446475077|2681440854|00339201|CREDIT|2023-08-21T00:00:00.000Z|194622|500|FUND TRANSFER|IB|FEMALE|50
79911479248613378276|954258031833|7400292419|00449836|DEBIT|2023-07-17T00:00:00.000Z|130215|1100|FUND TRANSFER|IB|FEMALE|65
79924235063380126968|350294564861|1502753028|00449836|CREDIT|2023-08-02T00:00:00.000Z|174242|160|FUND TRANSFER|IB|MALE|54
79933571813479849410|481297918621|8636221245|00449836|DEBIT|2023-08-24T00:00:00.000Z|120029|248|FUND TRANSFER|IB|FEMALE|60
79934499117659223930|695805725787|4113495417|00449836|CREDIT|2023-06-11T00:00:00.000Z|105522|974|FUND TRANSFER|IB|MALE|43
79946002998667780490|455197916236|7010923933|00339201|DEBIT|2023-08-29T00:00:00.000Z|142125|350|FUND TRANSFER|IB|FEMALE|48
79947397924218277155|388131142448|2071307162|00339201|DEBIT|2023-06-13T00:00:00.000Z|110735|120|FUND TRANSFER|IB|FEMALE|47
79953357512114533082|888242950686|6202872613|00339201|DEBIT|2023-06-07T00:00:00.000Z|222513|2550|FUND TRANSFER|IB|MALE|57
79955423753704763604|485876414710|2742357842|00449836|CREDIT|2023-08-23T00:00:00.000Z|165205|1318.5|FUND TRANSFER|IB|MALE|53
79958511984967278247|616253286038|1247511662|00449836|DEBIT|2023-07-10T00:00:00.000Z|221016|96|FUND TRANSFER|IB|FEMALE|62
79961005473552623027|119414046114|3481072690|00449836|DEBIT|2023-08-25T00:00:00.000Z|123655|30|PAYMENT|IB|MALE|46
79961300343576595497|568575048767|5580577262|00449836|CREDIT|2023-08-08T00:00:00.000Z|164305|335|FUND TRANSFER|IB|FEMALE|65
79961906661345999384|976461201839|2456185095|00339201|DEBIT|2023-08-06T00:00:00.000Z|103345|150|FUND TRANSFER|IB|FEMALE|46
79974471274123361919|869846809051|7848429970|00449836|DEBIT|2023-08-29T00:00:00.000Z|120645|103.9|PAYMENT|IB|MALE|58
79980658394589163638|673125233646|2631583662|00339201|DEBIT|2023-07-24T00:00:00.000Z|184313|1200|FUND TRANSFER|IB|MALE|63
79985059962785266977|584302038586|5570333082|00449836|DEBIT|2023-07-04T00:00:00.000Z|210434|2688.25|PAYMENT|IB|MALE|45
80012189851952515428|351673304609|5400873305|00339201|DEBIT|2023-08-31T00:00:00.000Z|161635|4100|FUND TRANSFER|IB|MALE|52
80024314831705170230|434652538750|9682861216|00449836|CREDIT|2023-06-06T00:00:00.000Z|163151|3000|FUND TRANSFER|IB|FEMALE|58
80039956061906119199|545603642451|1569132284|00339201|CREDIT|2023-08-19T00:00:00.000Z|160051|120|FUND TRANSFER|IB|MALE|36
80040981563825330722|545603642451|1569132284|00449836|DEBIT|2023-07-13T00:00:00.000Z|210909|100|PAYMENT|IB|MALE|36
8004106557883225748|302075399531|6998723387|00339201|CREDIT|2023-08-24T00:00:00.000Z|114745|77.85|FUND TRANSFER|IB|FEMALE|50
8005714641943545754|321747212252|2967400153|00339201|DEBIT|2023-08-21T00:00:00.000Z|143815|700|FUND TRANSFER|IB|MALE|60
80068813157852162045|975681872782|8377869784|00449836|DEBIT|2023-06-18T00:00:00.000Z|94552|99.5|PAYMENT|IB|MALE|53
80073375678606415277|655843483502|6112826041|00339201|DEBIT|2023-06-06T00:00:00.000Z|152706|468.1|FUND TRANSFER|IB|MALE|62
80086166554714048860|841248765885|1614989927|00449836|DEBIT|2023-07-23T00:00:00.000Z|40308|500|PAYMENT|IB|MALE|45
80088338621647993957|522718116615|1115484504|00449836|DEBIT|2023-07-13T00:00:00.000Z|134446|300|FUND TRANSFER|IB|MALE|39
80089537776720800987|169361929061|7185214263|00339201|DEBIT|2023-06-15T00:00:00.000Z|93254|50|FUND TRANSFER|IB|MALE|42
80091984494487576530|743261936180|4407144912|00449836|DEBIT|2023-07-13T00:00:00.000Z|202358|1750|FUND TRANSFER|IB|MALE|57
80095426616121055466|635372797039|4771336044|00339201|DEBIT|2023-08-09T00:00:00.000Z|172754|180|FUND TRANSFER|IB|FEMALE|51
80108446022479923503|962553283252|3440929190|00449836|DEBIT|2023-07-28T00:00:00.000Z|81649|695|PAYMENT|IB|FEMALE|52
80110175667163429746|183264629830|9919501476|00339201|CREDIT|2023-08-21T00:00:00.000Z|222503|1000|FUND TRANSFER|IB|MALE|53
80112685905117989819|888242950686|6202872613|00449836|DEBIT|2023-08-04T00:00:00.000Z|215804|50|FUND TRANSFER|IB|MALE|57
80117976933843620999|546573630371|2711720727|00449836|DEBIT|2023-08-02T00:00:00.000Z|134940|22.7|FUND TRANSFER|IB|FEMALE|60
801237077501662619|823446475077|2681440854|00339201|DEBIT|2023-07-30T00:00:00.000Z|140903|37|FUND TRANSFER|IB|FEMALE|50
80137826832614919125|511078222839|2408137037|00449836|DEBIT|2023-08-16T00:00:00.000Z|154210|560|FUND TRANSFER|IB|FEMALE|51
80142675501912405723|976461201839|2456185095|00339201|DEBIT|2023-08-06T00:00:00.000Z|102452|120|FUND TRANSFER|IB|FEMALE|46
80145401721591098343|775562414273|7194794461|00339201|DEBIT|2023-08-12T00:00:00.000Z|170238|1500|FUND TRANSFER|IB|MALE|40
80150551303123882835|847156074323|7223055588|00339201|DEBIT|2023-07-17T00:00:00.000Z|131334|150|FUND TRANSFER|IB|MALE|60
80154907127711223513|388131142448|2071307162|00449836|DEBIT|2023-07-25T00:00:00.000Z|104437|2000|PAYMENT|IB|FEMALE|47
8016111517767873700|601025939960|3954061307|00449836|DEBIT|2023-06-26T00:00:00.000Z|91318|100|FUND TRANSFER|IB|FEMALE|43
80174591963074627494|169361929061|7185214263|00449836|DEBIT|2023-07-31T00:00:00.000Z|195543|1000|FUND TRANSFER|IB|MALE|42
80177073283645428999|193345169178|7513227576|00339201|CREDIT|2023-06-23T00:00:00.000Z|143415|600|FUND TRANSFER|IB|MALE|36
80181636917405264151|284349271485|2652412836|00449836|DEBIT|2023-07-15T00:00:00.000Z|130243|35|FUND TRANSFER|IB|MALE|52
80198111567766866808|522718116615|1115484504|00449836|DEBIT|2023-08-01T00:00:00.000Z|205056|150|FUND TRANSFER|IB|MALE|39
80202088322703963750|388131142448|2071307162|00339201|DEBIT|2023-08-28T00:00:00.000Z|174257|1000|FUND TRANSFER|IB|FEMALE|47
802310175675309208|154598058970|1540947677|00449836|DEBIT|2023-06-23T00:00:00.000Z|155801|36|FUND TRANSFER|IB|FEMALE|55
80237382161332865173|302075399531|6998723387|00339201|DEBIT|2023-08-10T00:00:00.000Z|180600|100|FUND TRANSFER|IB|FEMALE|50
8024241017504435081|522718116615|1115484504|00339201|CREDIT|2023-07-14T00:00:00.000Z|32249|450|FUND TRANSFER|IB|MALE|39
80275310155031254270|449213583433|4825468780|00449836|DEBIT|2023-07-13T00:00:00.000Z|85136|3100|PAYMENT|IB|MALE|51
80282400696031968137|268674498118|4732103968|00339201|DEBIT|2023-07-03T00:00:00.000Z|114810|100|FUND TRANSFER|IB|FEMALE|46
80288843421166943713|743261936180|4407144912|00449836|CREDIT|2023-08-15T00:00:00.000Z|71852|350|FUND TRANSFER|IB|MALE|57
80292794231740706260|178018689070|3194353352|00449836|DEBIT|2023-08-09T00:00:00.000Z|161656|100|PAYMENT|IB|FEMALE|49
80301469048775705870|193345169178|7513227576|00449836|DEBIT|2023-08-10T00:00:00.000Z|72518|120|FUND TRANSFER|IB|MALE|36
80306158102211067256|954258031833|7400292419|00449836|DEBIT|2023-06-24T00:00:00.000Z|90821|5000|PAYMENT|IB|FEMALE|65
80309609051094939261|154598058970|1540947677|00339201|DEBIT|2023-07-03T00:00:00.000Z|164130|82.21|FUND TRANSFER|IB|FEMALE|55
8033152718682732439|193345169178|7513227576|00449836|DEBIT|2023-07-13T00:00:00.000Z|210234|200|FUND TRANSFER|IB|MALE|36
80331782424398040290|530374001406|2854104473|00449836|DEBIT|2023-06-18T00:00:00.000Z|40937|200|FUND TRANSFER|IB|MALE|52
80342843097514849692|568575048767|5580577262|00339201|DEBIT|2023-06-02T00:00:00.000Z|34440|100|FUND TRANSFER|IB|FEMALE|65
8034873451433481479|154598058970|1540947677|00449836|DEBIT|2023-06-24T00:00:00.000Z|83024|547.6|PAYMENT|IB|FEMALE|55
80371335796692056087|154598058970|1540947677|00339201|DEBIT|2023-07-28T00:00:00.000Z|100943|115.98|FUND TRANSFER|IB|FEMALE|55
80373811846269423324|154598058970|1540947677|00339201|DEBIT|2023-08-10T00:00:00.000Z|200802|1424.93|FUND TRANSFER|IB|FEMALE|55
80373814789512006266|986899146807|9005567668|00449836|DEBIT|2023-08-25T00:00:00.000Z|164948|48|PAYMENT|IB|MALE|60
80374717696636719333|568575048767|5580577262|00449836|CREDIT|2023-07-03T00:00:00.000Z|182557|240|FUND TRANSFER|IB|FEMALE|65
80381234793003857628|847156074323|7223055588|00449836|DEBIT|2023-06-06T00:00:00.000Z|83617|1500|FUND TRANSFER|IB|MALE|60
80384292786598851661|123246768948|8955113016|00449836|CREDIT|2023-07-20T00:00:00.000Z|144605|1800|FUND TRANSFER|IB|FEMALE|32
80391174648084092913|975681872782|8377869784|00449836|DEBIT|2023-06-05T00:00:00.000Z|145717|162.5|FUND TRANSFER|IB|MALE|53
80393237865106177958|453766225562|7550198501|00449836|DEBIT|2023-07-27T00:00:00.000Z|94656|100|FUND TRANSFER|IB|MALE|54
8039474615893716209|616253286038|1247511662|00449836|CREDIT|2023-07-20T00:00:00.000Z|104649|800|FUND TRANSFER|IB|FEMALE|62
80397540863777681001|687604407571|5962909511|00339201|DEBIT|2023-06-29T00:00:00.000Z|221654|500|FUND TRANSFER|IB|MALE|55
80397562176569459377|616253286038|1247511662|00449836|DEBIT|2023-06-01T00:00:00.000Z|220316|325|FUND TRANSFER|IB|FEMALE|62
80399152446243947791|962553283252|3440929190|00339201|DEBIT|2023-07-28T00:00:00.000Z|81245|200|FUND TRANSFER|IB|FEMALE|52
80400901103492934703|584302038586|5570333082|00339201|CREDIT|2023-08-18T00:00:00.000Z|82155|500|FUND TRANSFER|IB|MALE|45
80401463703259367443|976461201839|2456185095|00339201|DEBIT|2023-06-07T00:00:00.000Z|205559|100|FUND TRANSFER|IB|FEMALE|46
804098091166502448|302075399531|6998723387|00339201|DEBIT|2023-08-02T00:00:00.000Z|212844|500|FUND TRANSFER|IB|FEMALE|50
80438460494006647464|513072841203|5591584008|00339201|DEBIT|2023-06-19T00:00:00.000Z|193554|8000|FUND TRANSFER|IB|MALE|48
80449558434320568842|743261936180|4407144912|00449836|DEBIT|2023-07-05T00:00:00.000Z|150620|200|FUND TRANSFER|IB|MALE|57
80450469923059637334|268674498118|4732103968|00339201|DEBIT|2023-07-05T00:00:00.000Z|210355|120|FUND TRANSFER|IB|FEMALE|46
8045731120171367392|767702055556|7237011585|00449836|DEBIT|2023-08-03T00:00:00.000Z|150705|150|PAYMENT|IB|FEMALE|50
80461901888654815222|888242950686|6202872613|00449836|DEBIT|2023-06-02T00:00:00.000Z|161753|100|FUND TRANSFER|IB|MALE|57
80463518412754880438|513072841203|5591584008|00339201|DEBIT|2023-06-18T00:00:00.000Z|232802|500|FUND TRANSFER|IB|MALE|48
80465041768651405564|837151871408|8920567789|00339201|DEBIT|2023-07-08T00:00:00.000Z|173425|160|FUND TRANSFER|IB|MALE|57
80469461724018245114|954258031833|7400292419|00449836|DEBIT|2023-07-20T00:00:00.000Z|175704|410|FUND TRANSFER|IB|FEMALE|65
80474241059411845400|640599347910|7533323698|00339201|DEBIT|2023-08-19T00:00:00.000Z|124901|220|FUND TRANSFER|IB|MALE|65
80477949473469894947|976461201839|2456185095|00449836|CREDIT|2023-06-22T00:00:00.000Z|192913|118|FUND TRANSFER|IB|FEMALE|46
80482710283549171773|268674498118|4732103968|00339201|DEBIT|2023-07-21T00:00:00.000Z|105323|125|FUND TRANSFER|IB|FEMALE|46
80488999892844330484|522718116615|1115484504|00449836|DEBIT|2023-08-29T00:00:00.000Z|164242|200|FUND TRANSFER|IB|MALE|39
8050495269149517639|463122589215|9926739320|00449836|DEBIT|2023-08-27T00:00:00.000Z|155720|200|FUND TRANSFER|IB|FEMALE|53
80505108781812495110|837151871408|8920567789|00339201|DEBIT|2023-08-29T00:00:00.000Z|133813|700|FUND TRANSFER|IB|MALE|57
80517781235056614759|284349271485|2652412836|00449836|DEBIT|2023-08-19T00:00:00.000Z|85152|67.8|FUND TRANSFER|IB|MALE|52
80525184901621227300|568575048767|5580577262|00339201|DEBIT|2023-07-29T00:00:00.000Z|232836|60|FUND TRANSFER|IB|FEMALE|65
8052851715836671158|196952408979|9768227062|00339201|DEBIT|2023-07-27T00:00:00.000Z|110935|200|FUND TRANSFER|IB|MALE|47
80554550401817888156|463122589215|9926739320|00339201|DEBIT|2023-07-30T00:00:00.000Z|130618|100|FUND TRANSFER|IB|FEMALE|53
8056138872781483570|119414046114|3481072690|00339201|DEBIT|2023-08-31T00:00:00.000Z|121258|1500|FUND TRANSFER|IB|MALE|46
8057433363958112809|379499839620|2100902105|00449836|CREDIT|2023-07-31T00:00:00.000Z|130714|200|FUND TRANSFER|IB|MALE|47
80580755656532532134|989491322260|4615606795|00449836|CREDIT|2023-06-17T00:00:00.000Z|103002|1700|FUND TRANSFER|IB|MALE|65
80593549296061758251|522718116615|1115484504|00449836|DEBIT|2023-07-08T00:00:00.000Z|201354|300|FUND TRANSFER|IB|MALE|39
80610372347087845974|775562414273|7194794461|00449836|CREDIT|2023-06-07T00:00:00.000Z|124344|3000|FUND TRANSFER|IB|MALE|40
80612787143719795772|522778700730|1834078429|00339201|DEBIT|2023-07-27T00:00:00.000Z|85647|1636.55|FUND TRANSFER|IB|MALE|52
8061856412414325096|888242950686|6202872613|00449836|DEBIT|2023-06-05T00:00:00.000Z|215555|250|FUND TRANSFER|IB|MALE|57
80627178342436249389|302075399531|6998723387|00449836|DEBIT|2023-06-24T00:00:00.000Z|112817|200|FUND TRANSFER|IB|FEMALE|50
80640010841981424049|687604407571|5962909511|00339201|DEBIT|2023-08-18T00:00:00.000Z|174905|40|FUND TRANSFER|IB|MALE|55
8064974335205038123|362298714145|3051976433|00339201|CREDIT|2023-08-29T00:00:00.000Z|125654|3000|FUND TRANSFER|IB|MALE|52
80653037029732598745|196952408979|9768227062|00449836|CREDIT|2023-06-21T00:00:00.000Z|90250|500|FUND TRANSFER|IB|MALE|47
80655411418813434717|673125233646|2631583662|00339201|DEBIT|2023-06-14T00:00:00.000Z|224749|500|FUND TRANSFER|IB|MALE|63
80661640022842247470|869846809051|7848429970|00339201|DEBIT|2023-07-09T00:00:00.000Z|164518|1300|FUND TRANSFER|IB|MALE|58
80663409745414042178|767702055556|7237011585|00449836|DEBIT|2023-08-29T00:00:00.000Z|181525|150|PAYMENT|IB|FEMALE|50
80665970465246791965|455197916236|7010923933|00339201|DEBIT|2023-07-06T00:00:00.000Z|122710|4300|FUND TRANSFER|IB|FEMALE|48
80698708399009333586|279257640501|9747353759|00449836|CREDIT|2023-07-05T00:00:00.000Z|64241|2000|FUND TRANSFER|IB|MALE|62
80720834857699101450|388131142448|2071307162|00339201|DEBIT|2023-08-31T00:00:00.000Z|101838|120|FUND TRANSFER|IB|FEMALE|47
80732172365568828726|914774406858|8495957670|00449836|DEBIT|2023-08-13T00:00:00.000Z|155855|100|FUND TRANSFER|IB|MALE|63
80736055232418773952|279257640501|9747353759|00449836|DEBIT|2023-06-21T00:00:00.000Z|163235|600|FUND TRANSFER|IB|MALE|62
80749441384862659990|302075399531|6998723387|00339201|DEBIT|2023-07-22T00:00:00.000Z|214910|100|FUND TRANSFER|IB|FEMALE|50
80761965545995907682|709400571680|4071104958|00339201|DEBIT|2023-07-13T00:00:00.000Z|135934|979.44|FUND TRANSFER|IB|MALE|58
80763698104105515561|914774406858|8495957670|00449836|CREDIT|2023-07-09T00:00:00.000Z|162014|1|FUND TRANSFER|IB|MALE|63
80768341817166896390|116582005497|9357122846|00449836|DEBIT|2023-08-28T00:00:00.000Z|112735|6150|FUND TRANSFER|IB|MALE|57
80770641308158301207|292536761290|8438416622|00339201|DEBIT|2023-07-08T00:00:00.000Z|140515|126|FUND TRANSFER|IB|MALE|51
80771151609713914003|635372797039|4771336044|00449836|DEBIT|2023-08-12T00:00:00.000Z|150503|420|FUND TRANSFER|IB|FEMALE|51
80771953452098975149|481297918621|8636221245|00339201|CREDIT|2023-06-03T00:00:00.000Z|85829|5000|FUND TRANSFER|IB|FEMALE|60
80780841492117504563|975681872782|8377869784|00339201|DEBIT|2023-07-24T00:00:00.000Z|101027|150|FUND TRANSFER|IB|MALE|53
80786839289066083659|954258031833|7400292419|00449836|DEBIT|2023-06-30T00:00:00.000Z|175350|3000|PAYMENT|IB|FEMALE|65
80796985731333444561|545603642451|1569132284|00449836|DEBIT|2023-07-29T00:00:00.000Z|103527|150|PAYMENT|IB|MALE|36
80799502367327074594|976461201839|2456185095|00339201|DEBIT|2023-07-17T00:00:00.000Z|122532|150|FUND TRANSFER|IB|FEMALE|46
80803450903446324|986899146807|9005567668|00449836|DEBIT|2023-06-27T00:00:00.000Z|154615|30|PAYMENT|IB|MALE|60
80812010008173979239|545603642451|1569132284|00449836|DEBIT|2023-07-17T00:00:00.000Z|194813|50|PAYMENT|IB|MALE|36
80825562299712733948|302075399531|6998723387|00339201|DEBIT|2023-07-14T00:00:00.000Z|203137|1600|FUND TRANSFER|IB|FEMALE|50
80834115975894348973|709400571680|4071104958|00339201|DEBIT|2023-06-05T00:00:00.000Z|131909|2000|FUND TRANSFER|IB|MALE|58
80841133523932746383|535212473978|8744047562|00449836|DEBIT|2023-07-15T00:00:00.000Z|33714|200|PAYMENT|IB|MALE|40
80848420599826473989|962553283252|3440929190|00339201|DEBIT|2023-06-07T00:00:00.000Z|80214|523.5|FUND TRANSFER|IB|FEMALE|52
80848746942873685079|350294564861|1502753028|00449836|DEBIT|2023-08-02T00:00:00.000Z|141103|1180|FUND TRANSFER|IB|MALE|54
80852329074420278383|545603642451|1569132284|00449836|DEBIT|2023-08-09T00:00:00.000Z|150415|11|FUND TRANSFER|IB|MALE|36
808574034036640031|513072841203|5591584008|00449836|CREDIT|2023-07-27T00:00:00.000Z|215910|294|FUND TRANSFER|IB|MALE|48
80862050207807254173|545603642451|1569132284|00339201|CREDIT|2023-08-22T00:00:00.000Z|215458|100|FUND TRANSFER|IB|MALE|36
80886592766572228710|962553283252|3440929190|00339201|CREDIT|2023-06-09T00:00:00.000Z|80519|39.03|FUND TRANSFER|IB|FEMALE|52
80887833861898583117|513072841203|5591584008|00449836|CREDIT|2023-07-08T00:00:00.000Z|151102|207|FUND TRANSFER|IB|MALE|48
80895434822313942020|434652538750|9682861216|00449836|CREDIT|2023-06-01T00:00:00.000Z|93105|1014|FUND TRANSFER|IB|FEMALE|58
8089917803903780861|673125233646|2631583662|00339201|CREDIT|2023-08-07T00:00:00.000Z|75843|800|FUND TRANSFER|IB|MALE|63
8090285563212415275|545603642451|1569132284|00449836|DEBIT|2023-07-06T00:00:00.000Z|183230|100|PAYMENT|IB|MALE|36
80906658991232361667|169361929061|7185214263|00339201|DEBIT|2023-07-06T00:00:00.000Z|182526|34|FUND TRANSFER|IB|MALE|42
80927414109966803288|481297918621|8636221245|00339201|CREDIT|2023-07-16T00:00:00.000Z|73325|50|FUND TRANSFER|IB|FEMALE|60
8093581311376504331|463122589215|9926739320|00449836|DEBIT|2023-08-09T00:00:00.000Z|90520|20|FUND TRANSFER|IB|FEMALE|53
80941416108433833593|709400571680|4071104958|00449836|DEBIT|2023-07-10T00:00:00.000Z|220304|2000|FUND TRANSFER|IB|MALE|58
80949354571856859285|522718116615|1115484504|00339201|CREDIT|2023-07-07T00:00:00.000Z|55220|700|FUND TRANSFER|IB|MALE|39
80966751857820721095|178018689070|3194353352|00339201|DEBIT|2023-07-02T00:00:00.000Z|222225|380|FUND TRANSFER|IB|FEMALE|49
80971188476023376115|268674498118|4732103968|00449836|CREDIT|2023-07-18T00:00:00.000Z|221746|100|FUND TRANSFER|IB|FEMALE|46
8097718112130173265|823446475077|2681440854|00449836|CREDIT|2023-08-23T00:00:00.000Z|95737|100|FUND TRANSFER|IB|FEMALE|50
809796971715262072|893984870415|3919077928|00339201|DEBIT|2023-06-26T00:00:00.000Z|75522|1170|FUND TRANSFER|IB|MALE|53
80986532036193179891|321747212252|2967400153|00449836|DEBIT|2023-06-03T00:00:00.000Z|113203|30|PAYMENT|IB|MALE|60
80989382979208026050|537938736476|1979091275|00449836|DEBIT|2023-07-03T00:00:00.000Z|171314|10|PAYMENT|IB|FEMALE|47
810012579572276833|545603642451|1569132284|00449836|DEBIT|2023-06-30T00:00:00.000Z|204039|9.75|PAYMENT|IB|MALE|36
8101084360392117085|268674498118|4732103968|00339201|DEBIT|2023-08-23T00:00:00.000Z|194114|16|FUND TRANSFER|IB|FEMALE|46
8101147579499301171|116582005497|9357122846|00449836|DEBIT|2023-07-10T00:00:00.000Z|150351|670|FUND TRANSFER|IB|MALE|57
81015751886691884637|507659392231|2349245979|00339201|DEBIT|2023-07-11T00:00:00.000Z|133207|2176.11|FUND TRANSFER|IB|MALE|58
81023223026167593594|545603642451|1569132284|00339201|DEBIT|2023-06-23T00:00:00.000Z|81743|500|FUND TRANSFER|IB|MALE|36
8102381733358011587|154598058970|1540947677|00339201|DEBIT|2023-07-06T00:00:00.000Z|102808|200|FUND TRANSFER|IB|FEMALE|55
81025507403665280773|709400571680|4071104958|00339201|CREDIT|2023-08-14T00:00:00.000Z|83619|8900|FUND TRANSFER|IB|MALE|58
81032257665564978823|268624875891|4360370438|00449836|DEBIT|2023-06-19T00:00:00.000Z|122856|300|FUND TRANSFER|IB|MALE|59
81038856333153474661|841248765885|1614989927|00449836|DEBIT|2023-07-09T00:00:00.000Z|212529|14.85|FUND TRANSFER|IB|MALE|45
81040372812832626313|840526620294|2734670470|00339201|CREDIT|2023-08-30T00:00:00.000Z|190233|77.5|FUND TRANSFER|IB|FEMALE|25
81043435691376854632|449213583433|4825468780|00449836|DEBIT|2023-07-29T00:00:00.000Z|84451|700|FUND TRANSFER|IB|MALE|51
8104694376548045135|453766225562|7550198501|00449836|DEBIT|2023-06-22T00:00:00.000Z|71635|393|PAYMENT|IB|MALE|54
81051626598410451409|209196571499|8470047487|00339201|CREDIT|2023-08-31T00:00:00.000Z|125541|2450|FUND TRANSFER|IB|MALE|54
81052270089171176412|446988148065|7080106838|00449836|CREDIT|2023-06-06T00:00:00.000Z|33535|5000|FUND TRANSFER|IB|MALE|45
81053620763694740287|584302038586|5570333082|00449836|DEBIT|2023-07-15T00:00:00.000Z|160526|80|FUND TRANSFER|IB|MALE|45
81056023517222929704|388131142448|2071307162|00339201|DEBIT|2023-06-25T00:00:00.000Z|152036|2800|FUND TRANSFER|IB|FEMALE|47
81074545186015318168|975681872782|8377869784|00449836|DEBIT|2023-07-08T00:00:00.000Z|73801|70|PAYMENT|IB|MALE|53
81077498652375004480|284349271485|2652412836|00339201|DEBIT|2023-08-19T00:00:00.000Z|162741|390|FUND TRANSFER|IB|MALE|52
81095632213419754441|463122589215|9926739320|00339201|CREDIT|2023-07-17T00:00:00.000Z|220017|1300|FUND TRANSFER|IB|FEMALE|53
81099648309077728207|193345169178|7513227576|00339201|DEBIT|2023-06-23T00:00:00.000Z|135749|300|FUND TRANSFER|IB|MALE|36
81099791932457779363|709400571680|4071104958|00339201|DEBIT|2023-07-07T00:00:00.000Z|141422|2000|FUND TRANSFER|IB|MALE|58
81112445242212523958|616253286038|1247511662|00449836|CREDIT|2023-07-04T00:00:00.000Z|113315|70|FUND TRANSFER|IB|FEMALE|62
81112623924823195048|529288723961|6938209173|00339201|DEBIT|2023-08-03T00:00:00.000Z|205145|700|FUND TRANSFER|IB|MALE|49
81113134545066083243|942108413560|8726143159|00449836|CREDIT|2023-07-24T00:00:00.000Z|180205|500|FUND TRANSFER|IB|FEMALE|50
81115011293674706568|616253286038|1247511662|00449836|DEBIT|2023-08-12T00:00:00.000Z|221236|607|FUND TRANSFER|IB|FEMALE|62
81116871405256884237|743261936180|4407144912|00449836|DEBIT|2023-08-03T00:00:00.000Z|60759|1550|FUND TRANSFER|IB|MALE|57
81118992723934038281|350294564861|1502753028|00339201|CREDIT|2023-07-20T00:00:00.000Z|121632|60|FUND TRANSFER|IB|MALE|54
811243570503459200|639200231916|5477187939|00339201|DEBIT|2023-08-01T00:00:00.000Z|103014|1455|FUND TRANSFER|IB|FEMALE|48
81132841732184180981|713257450196|9795744721|00449836|DEBIT|2023-07-04T00:00:00.000Z|155606|500|FUND TRANSFER|IB|MALE|67
81134729357835357621|546573630371|2711720727|00449836|DEBIT|2023-06-29T00:00:00.000Z|72329|80|FUND TRANSFER|IB|FEMALE|60
81144009508530399953|455197916236|7010923933|00339201|DEBIT|2023-06-10T00:00:00.000Z|141526|255.5|FUND TRANSFER|IB|FEMALE|48
8114661994580392975|183264629830|9919501476|00449836|DEBIT|2023-07-28T00:00:00.000Z|33806|350|FUND TRANSFER|IB|MALE|53
81147632048779871577|546573630371|2711720727|00339201|DEBIT|2023-06-01T00:00:00.000Z|123527|58|FUND TRANSFER|IB|FEMALE|60
81156558769988535301|522718116615|1115484504|00449836|DEBIT|2023-07-16T00:00:00.000Z|202727|150|FUND TRANSFER|IB|MALE|39
81167925512685443525|513072841203|5591584008|00449836|DEBIT|2023-07-01T00:00:00.000Z|101434|380|PAYMENT|IB|MALE|48
8123462700319269046|986899146807|9005567668|00449836|DEBIT|2023-07-08T00:00:00.000Z|91156|34.8|FUND TRANSFER|IB|MALE|60
81236196797276422427|616253286038|1247511662|00339201|CREDIT|2023-08-23T00:00:00.000Z|172622|920|FUND TRANSFER|IB|FEMALE|62
81243413559767571070|350294564861|1502753028|00339201|CREDIT|2023-07-13T00:00:00.000Z|143518|100|FUND TRANSFER|IB|MALE|54
81244225057311477965|321747212252|2967400153|00339201|DEBIT|2023-07-14T00:00:00.000Z|153731|2690|FUND TRANSFER|IB|MALE|60
81244261179028716973|635372797039|4771336044|00449836|CREDIT|2023-07-24T00:00:00.000Z|172543|2900|FUND TRANSFER|IB|FEMALE|51
81254993405879551999|962553283252|3440929190|00339201|CREDIT|2023-06-16T00:00:00.000Z|102228|875|FUND TRANSFER|IB|FEMALE|52
81259664602799619560|639200231916|5477187939|00339201|DEBIT|2023-07-04T00:00:00.000Z|125453|1280|FUND TRANSFER|IB|FEMALE|48
